review_text,Review_Angles
i have played total war games since i was a little kid and im now in my mid 20s this game is soo good and will probably be perfect by the end if its life cycle,"Long-term Player Perspective, Game Quality Assessment, Future Potential"
"Sadly, CA have gone the way of EA and other major publishers before them, where they deliver shoddy and half-finished products at a premium, and refuse to fix their products if they can't extract insane profits from DLCs and MTX. 
I'm still waiting for WH3 to even enter a fully playable state, where there's not a million bugs (the majority of which they already fixed in WH2, and just couldn't be bothered to reapply in the 3rd installment) 
Don't give CA your money, they truly don't deserve it at this point.","Consumer Value, Technical Stability, Business Ethics"
WEEEEEEE skulls for skull throne,"Narrative/Thematic Alignment, Enthusiastic Fan Expression"
"I am giving this a negative review because Creative Assembly refuses to update Bretonnia. 

They will however release their 43821483271543832198794th ogre legendary lord and the 437819563472198658723rd Korne lord that no one care about.

I wish I could refund this honestly. I can't believe how much of my money I have given to these morons.","Content Prioritization, Consumer Value, Developer-Consumer Relationship"
"CA just released the Road Map for the next year and absolutely nothing mentions an overhaul for Norsca.

Let me reiterate, a game 1 faction, that has never been majorly updated outside of balancing, is still not receiving any rework or planned overhaul. 

Their tech tree is useless, their confederate mechanic is useless (because many norscan tribes are vassalized by WoC factions), their monster hunt feature offers awful rewards so it's pointless even doing it, and their devotion system is an utter waste of time. 

They have a limited roster, 2 LL, and each campaign consists of the same ""getting pinned in Norsca"" even though Wulfrik is supposed to be WANDERING

It's been 6 YEARS since they were released, and for the longest time you couldn't even play them on the second game.

I am not spending another cent on this game until they get updated.  
","Gameplay Balance & Design, Content & Feature Value, Long-Term Support & Updates"
"had a few hiccups getting it going but sega support got back daily
now its running its good good stuff","Technical Stability, Customer Support Experience, Overall Satisfaction"
I fucking love when ai attacks me with 52 armies at turn 5 (I'm gonna self destruct),"Gameplay Difficulty, Emotional Response, AI Behavior"
"For a new player, buying a full priced TW3 for immortal empire with only 5-6 factions with 5 of them very similar. It's disgraceful.
I have to spend more than a 150 euro to have everything. In this state I cannot promote it for new players..","Consumer Value, Content Variety, New Player Experience"
I started playing Total War Warhammer 2 six years ago and had depression. Now I'm playing the third one.,"Emotional Impact, Long-term Engagement"
This ruined my social life,Social Impact
"Love the game. Also : i dont like chinese playerers review bombing this game. I had no fps issues, no crashes, works fine on my 3060ti. Great game.","Technical Stability, Community Sentiment, Overall Enjoyment"
It crashes a lot. never managed to play it,Technical Stability
"I have played since shogun 2. Know whats changed since then? Very little and thats kind of the motto with CA. 

Do as little as possible because you have no competitors. It used to be the way that new games changed the formula in some interesting way. Advances in tec had developers constantly pushing limits to make bigger and better games, improvements to the formula and new things to play with. If you guys played company of heroes, lets just think about how in COH2 they added ice that you could blow up to sink tanks. what did CA do? Well in Attila you could set buildings on fire during sieges. 

But for the longest time, you STILL can't fully destroy castle walls, theirs always an invulnerable nub of the wall left standing. 
God forbid you man your walls in a siege because telling your units to get off the wall takes them 5 business days. 
Units aren't responsive. God forbid you tell your handgunners to shoot something to the side of them, they'll think about it and instead of just turning and shooting the whole damn unit moves and then gl gg if they decide they dont want to shoot.
You can't put cannons on the walls still. 
The pathing is still trash, a bunch of archers running the opposite direction to your horses? Sounds like the exact thing cavalry was made for, except instead of running them over and moving on with their day they engage the back row and slow down because now the entire 60 horses are in ""Combat"". 
Flying units suck because the annoying sync animations don't really favour flying units. 
Large units getting stuck on 1 enemy because yes mr player I know you want your Godzilla to run over there but this spear man is on double pay. 
Difficulty is still just cheats for the AI, nothing interesting to see here. 
End game crisis? lol. Instead of something thematic and interesting like oh idk, Stellaris? You get a million armies spawn out of thin air with the most annoying army comps. Destroyed the vampire counts did you? Well lets just spawn them back in around their old capitol that you arent defending. That's fun and totally makes sense instead of.. Spawning them in for the factions still alive?

Most of these issues have been here since Rome 2 and frankly I gave up after Attila because it was already stale. It's simple CA, your next game better have a brand new engine or you can bet your bottom dollar i'm not buying it and if you care about getting good games that are worth your hard earned money and the overall health of the RTS gaming scene you wont buy it either.","Historical Progression, Gameplay Innovation, Competitive Market Dynamics"
3rd verse same as the first,Narrative Repetition
"Runs ok, great game.","Performance, Overall Enjoyment"
"It could take more than a year to be enjoyable game, so do not buy this game until then.

Or, *The Future of Total War: WARHAMMER III* may be come true, you know.","Consumer Value, Future Potential"
Another great installment of the series.,"Series Continuity, Overall Enjoyment"
Demon soul race is annoying. Infantry movement is sluggish. WH2 was better. Maybe a new mortal empires might help.,"Gameplay Mechanics, Comparative Quality, Future Potential"
I am an old War Hammer table top guy... I love this game.,"Nostalgia / Fandom, Gameplay Enjoyment"
A well done game.,Overall Quality
"I have clocked just around 400h in total from TWW1-3.

The game in its current state feels like a beta. 

I was hoping that with the introduction of IE, that the game would finally feel complete, and i could begin my journey in this game. 

TWW3 is just a DLC tbh. It brings nothing new to the table, and it has so many visual and/or game-breaking bugs, that it feels unplayable.

If i could i would ask for a refund, and hope that the game would become better. 

IF you already have TWW2, just play that.","Technical Stability, Consumer Value, Game Completeness"
"I'm not a fan of Warhammer lore, but the game design of TW:WH3 has made it my favorite TW game to play of late (despite my deep love of Rome II)

- The unique campaign mechanics for each faction makes it fun and varied to play
- The faction armies are, of course, wildly different, creating interesting asymmetry in every game

And, of course, simultaneous turns and up to 8 players is a GAME CHANGER
Total War multiplayer campaigns have always been a slog waiting for the other player's turn to end, so WH3 with friends (even just 1 friend) feels so much punchier
I beg you, CA, seriously consider bringing this feature to all new games, because it is practically a necessity in my opinion.","Gameplay Variety, Multiplayer Experience, Feature Innovation"
The quality of the product can be described as a shit stain on a pair of white boxers. Pay for 3 games priced as a triple A title but the amount of bugs is only be outmatched by an old decrepit building abandoned for 10 decades and even then the bugs in that building would probably barely outmatch what this game is. Yet the game devs expect the consumer to pay more of garbage DLC's that barely fix the broken mess that this game is.,"Consumer Value, Technical Stability, Developer Practices"
Wait for mortal empires honestly.,"Content Value, Release Timing"
"After playing the game for quite a while I'm ""entitled"" to say that I'm tired of updates breaking the mods that fix all the sht that hasn't been fixed since launch. 
+ Still seeing graphical issues and muddy textures that the mods unfortunately cant fix.","Technical Stability, Consumer Value, Developer Support"
This game is good.,Overall Quality
"Suchtpotenzial, imo der beste Teil der total war Reihe.","Addictiveness, Comparative Quality, Series Context"
"I was very disappointed by the realms of chaos campaign, but I am happy so say that the Immortal Empires beta feels fantastic. I've been utterly absorbed into the new campaign, and I hope they continue to improve the game.

Also, Saanesh is supposed to be the sexy god, so why do all of their lords and units just look like one-boob crab people?","Gameplay Experience, Aesthetic Design"
"The devs don't seem to care anymore. I love this game i really do and I wish i could leave a positive review here. But the game doesn't deserve a good review, not in this state.
The company is only in for the money, they don't care about the community, they don't care about the state of the game, THEY. DON'T. CARE. The DLCs take priority over fixing game breaking bugs and the DLCs get greedier and greedier.
I sincerely hope that the next DLC fails so I don't have to pour more money into this dumpsterfire.
The modders are doing a way better job at upholding the game.

DON'T BUY THIS. Worst case scenario: you like the game and end up like me. CA milks their consumers for their money. You are cattle to them.","Developer Support & Communication, Monetization & Business Ethics, Product Quality & Longevity"
its good,Overall Quality
its ok,Overall Satisfaction
"I own every game in the franchise, nearly 1200 hours across the three Warhammer games and I would say that Total war has and will be my forever games. 

That being said this toxic pricing model, the cold messaging put out by the developers, and the lack of content for $25 dollars is insulting to someone like me and probably you reading this who has stood by this company through the good and bad times. 

Avoiding politics because its dumb the worlds economy is hurting in every country right now and gaming is an outlet that many people like myself turn too for some solace. 

For this company to recognize that and claim ""higher operating costs"" as a reason for almost doubling the price of a lord pack  that has half the content per lord followed by a veiled threat to brick the game is a slap in my face. I will not be buying this DLC and I own every DLC they have put out for the last 8 years. 

I want to send them the message with my wallet because that is the only thing these people understand and you should do the same if you feel at all similar to how I do right now. 

","Consumer Value, Company-Customer Relationship, Economic Context"
.,Content Insufficiency
Now that Immortal empires is out this is a must buy for all warhammer fans. If you like RTS games that is. You can spend an enormous amount of time on this though so be aware of that.,"Consumer Value, Gameplay Genre Suitability, Time Commitment"
bad,Overall Quality
The ultimate fantasy battle simulator,"Gameplay Focus, Genre Appeal, Consumer Value"
YWS,"Acronym Interpretation, Data Completeness"
IE rocks!!!,"Product Performance, User Satisfaction, Brand Perception"
The current status of the game is really really bad. There are major AI problems that are unfixed for several weeks or months. This is simply too long for a big game studio like CA. Fix you're game and people will start playing more again and are willing to be thankful,"Technical Stability, Developer Accountability, Consumer Value"
"Warhammer 2 DLC for existing Factions
Warden and the Paunch:
2 Legendary Lords (And their systems)
19 New Units
6 Reg of Renown
£8 at release

Warhammer 3 DLC for existing Factions
Shadows of Change:
3 Legendary Lords (And their systems)
11 New Units
9 Reg of Renown
£20 at release

Taking the fucking piss aren't we CA?

Update: EA... sorry, CA now claim that I don't have the right to post a review of their shitty, overpriced, rarely functional heap of shite they call a game","Consumer Value, Corporate Ethics, Product Quality"
Good game :),Overall Enjoyment
"dont buy this game or any of its dlc. Currently at least 10 factions that i spent over 50 dollars buying the dlc for are now completely broken and creative assembly is ignoring and brushing the problem under the rug. i own all 3 total warhammer games and every single dlc available for all games, as well as many other total war games. this used to be my favorite strategy game ever, but Creative assembly's complete incompetence has dragged this game down time and time again. I wish there was a more effective way to communicate my displeasure with the state of the game and company but alas this is the only avenue as they continue to try and sweep every issue under the rug to keep their marketing push for the 25th anniversary of total war and new dlc on track. For the first time in a long time i will not be buying this dlc day one, it took a while but CA has finally lost my respect and trust after the years of constant problems and scummy practices.","Consumer Value, Technical Stability, Company Communication"
"Despite a few performance issues I have found this game to be an absolute blast. I have hundreds of hours into WH1 and WH2 and this is a great first step until they add the combined map!

All factions are very unique and interesting, if you liked TW:WH2, you can't go wrong here!","Consumer Value, Technical Stability, Game Content"
"Incoming call from: The Nation. Will you answer?

Update: As of September 2023 I can no longer currently recommend answering the call.","Product Recommendation, Temporal Validity"
CA. Get your heads out of your A**** and fix your game. Stop dropping the ball.,"Technical Stability, Consumer Value"
Fun game with friends.,"Social Experience, Entertainment Value"
"Hello there, let me tell you why this ""review bombing"" is justified after 18 months of lousy product support:

    Campaign map AI utterly sucks, unable to put up a proper fight, build/upgrade up its armies or effectively develop its empires.
    Diplomacy mechanics and diplomacy AI in all ways & forms is beyond awful, especially around vassals and alliances
    AI is bugged/limited in its perception of nearby faction (AI is literally not aware what factions are nearby [no diplomatic contact]).
    unit pathing in manual battles, especially cities with construct-able barricades, is awful
    units refusing to path through broken city gates & destroyed city walls, instead insisting on using ladders to slowly climb up & exhaust themselves.
    cavalry/monsters getting models stuck, which pulls back the whole unit into death.
    units dropping/forgetting orders, even in the middle of pitched melee combat
    units not shooting because they are ""moving fast"" while being stationary
    units unable to shoot despite having clear Line Of Sight
    battle maps being broken for pathing and LOSight, especially on top of wall crenellations
    auto-resolve insists on damaging & killing Single-entity-monsters and especially artillery pieces, even when the player army outnumbers the enemy 5 to 1.
    auto-resolve still gives cities a ridicilous advantage, even when the player army outnumbers the enemy minor settlement garrison 5 to 1.
    certain units & lords/heroes fail to properly do their charging attack
    units (especially large ones) will randomly die when attacking certain walls/gates, or being remotely in proximity of a collapsing wall (but nowhere near close enough for it to be a valid danger).
    units (even lords on foot) will randomly die when climbing ladders.
    some lords (cathay dragons especially) just flat out fail to perform melee attacks for well over 10 seconds at a time.
    AI does not understand nor properly react during the defense of siege battles, it will spread out its army across the map and be unable to fight a concentrated force.
    AI charging his fastest units at the start of battle into certain death, especially lords/heroes like Belakor
    AI clueless about properly using AOE magic & magic in general, which also makes anything ""anti magic"" rather useless
    hundreds of bugs related to skills, techs, items, unit abilities/stats, building mechanics etc etc.
    sometimes two characters (lords/heroes) will be placed on the exact same coordinates on the campaign map, permanenetly preventing them from movement and interaction.
    Item qualities being nonsense, with common ones often being better than rare/special ones.
    lord/hero traits either not working or straight up inferior compared to other available ones.
    WOChaos revive norsca faction mechanic intentionally broken by CA because they could not be bothered to properly fix it.
    Manual battle AI will sometimes simply not activate, instead its units refuse to attack/defend/move. Seen most often in ambush battles and wood elf forest defense battles.
    Countless quests for lord items or unlocking special lords/heroes do not work properly
    AI occasionally able to see your ambush/hidden armies from across immense distances & react to their positioning
    skirmish mode on ranged units often failing to trigger/react, causing the ranged unit to just stand still
    AI will often prioritize targeting, sabotaging or annoying the player even if it means certain doom for its faction.
    player units are utterly unable to finish off a broken leadership/fleeing unit, especially if it is a single entity like a foot lord.
    squads of large-sized ranged units (like salamander/razordon hunting packs) after finishing a move order will take forever to ""wiggle around"" before actually firing
    confederated lords for factions that have loyalty mechanics (skaven etc) will often start at zero loyalty.
    confederated lords will sometimes not be able to change their mounts
    confederated Legendary lords will sometimes lack their immortality trait, meaning their next death is permanent.
    Completely non-functional mechanic for automatic development of cities (everyone forgot this even exists in game because it never worked)
    AI lacking any proper skill builds for most lords and heroes, which both makes them weaker and makes those lords useless for confederation.
    bugs related to construct-able objects on defensive maps, where units get stuck in barricades or can not attack them
    fresh bugs like bretonia damsels, wood elf ariel, nakai unit recruitment etc etc.
    Black Ark unique map army spawn positions AGAIN bugged, after it was fixed in late Tww 2
    Black Ark capability to offer recruitment to nearby DElf armies bugs out when the Black Ark is garrisoned in a city.
    AI will readily kill its own armies by trying to occupy ruins that have just been destroyed by extremely unfriendly (but not yet at war) factions which are still surrounding that location (from the previous turns razing).
    AI will readily abandon its capital city and flee to some meaningless tier 1 settlement when facing an equal force (instead of fighting where its chance is best, inside the capitol).
    some sea objects (like islands/treasure/skull/carcass) will cause a guaranteed crash to desktop
    AI will insist on besieging a weak settlement for 10 turns despite outnumbering & overpowering the garrison 5 to 1, and auto-resolve showing certain defeat for the players city.
    various lord/hero equippable ancillaries that fail to work properly
    Vampire Count/Coast UI for showing raise dead pool possibilities (near city bar UI) does not show units recruit-able from battle casualties.
    certain unique Cathay Caravan rewards are again inaccessible, despite being ""fixed"" in some previous patch (such as the vampire weapon).
    there is a limited number of names for generic lords/heroes, and once they have all been used up the game notifications will start showing nonsense (mixing up factions, names & icons etc).

","Technical Stability, Gameplay Experience, AI Competence"
Amazing! I'll be playing for years to come!,"Long-term Engagement, Consumer Satisfaction"
"bit laggy on the first day, but the patch will handle it! great experience so far - you can see the effort the devs put into the game","Technical Stability, Developer Support, Overall Experience"
"I am a huge fan of the Total War Warhammer game, but the ridiculous WH3 DLC prices are insulting. It would be one thing if they were equal quality to WH2, but they literally increased the price and then decreased the amount of content. The negative reviews need to get the developer's attention... listen to your community!

I have changed this review to positive since the developers seem to be finally listening! They just need to keep up the higher quality DLC and good community communication.","Consumer Value, Developer-Community Relationship, Content Quality"
Somehow CA is managing to make the game worse as the time goes. At its current state the game is ruined.,"Game Quality Assessment, Long-term Development Trend"
"Performance is abysmal both on the campaign and in battle (exceeding recommended specs) with barely any noticeable improvements since release. Add to that an underwhelming campaign, a lot of regressions from WH2 and some half thought out mechanics for the races it takes a lot of effort to enjoy this. Now they seem to be pushing ahead with new content without getting the game itself into a state it can be enjoyed in first. 

The developers still insist on only fixing bugs when they launch new DLC, which is particularly bad given each DLC introduces new bugs which you're then left waiting 4/5 months to be fixed.

Honestly if you've not bought WH3 you're better of buying WH2 until they decide to fix this properly.","Technical Performance, Content Quality, Developer Support"
"I loved the second game (was my first in the series) and I was about to write a positive review for this one. But I can't. Seeing the statements from CA makes me throw this game in the bin. So even though the game is decent (not as good as previous, the main reason is constant bugs an the CA ability to just ignore them) I have to give it a negative review. You can see that this is CA final stage of this project. They just want to squeeze as much money as they can, and they will cut the support no matter how sales will go.

And that is unfortunate","Corporate Ethics, Technical Stability, Consumer Value"
"Total War: WARHAMMER III scratches my strategy games itch for a long time already. If you like fantasy and total war style strategy of global maps and strategic battles, this game is for You.","Consumer Value, Gameplay Experience, Genre Appeal"
Its good.,Overall Quality
Much better,Consumer Value
the best train simulator I have ever played,"Gameplay Experience, Comparative Quality"
I wish they would fix the Turn Timer to allow User settings.  But the Play is better than II Love it..,"User Customization, Gameplay Quality, Comparative Assessment"
"This game is so much fun so far, highly reccomend.","Consumer Value, Gameplay Experience"
"This game crashes harder than Paul Walker. Crazy how many games today come out to this hype, and haven't been prepped through some basic testing. What a shame since the gameplay, maps, and units are so cool. Connection issues, freezing, inability to join multiplayer sessions, and crashing have all been commonplace to the point that of all my time playing so far only about 50% has actually been game content. 

My advice would be to wait a few weeks, or a month, for them to hash this nonsense out.","Technical Stability, Gameplay Potential, Consumer Advice"
For the motherland!,Patriotic Narrative
Fun Game,Entertainment Value
"A lot of people are saying this game suffers from bad optimization, that is just plain false. The game runs as well as Warhammer 2 runs, so if they couldn't run Warhammer 2, chances are they can't run this and didn't do their research before hand. I actually had more problems with Warhammer 2 than I do with this game. 

As for the campaign, I did a Zhao Ming playthrough. I loved total war since I was 11, I've played all of them besides Troy and anything prior to Rome II. I have never once completed a campaign, I never have seen the ""Victory"" screen before, until Warhammer 3. This game blew me away, if you like total war, and you like warhammer (even if you don't really know what it is), definitely buy this game.","Technical Stability, Campaign Engagement, Consumer Recommendation"
"Amazing Game, with terrible monetisation which has gone from somewhat pricey to rip off levels.","Consumer Value, Monetization Ethics"
"waited for quite some time to join the gang. didn't regret it so far. Hope it gets better and better.

It has been quite a while after the game release, but none of the updates convince me to try another campaign. Every update has some downside, and every dlc seems mediocre. I found out about the lizardmen issue recently, and I think, that's it, this game does not deserve my upvote. 
For those who are planning to get into the franchise, use your time somewhere else. There are lots of strategy games better than this. 
For those who are still having hope for the franchise, do something else in your life instead. It doesn't seem worth it anymore.","Consumer Value, Content Quality, Long-term Engagement"
"Its Warhammer plain and simple. if you liked Warhammer 1 and Warhammer 2 Total War you will love the third installement. it improves on almost all aspects from the first 2 installements in the series. from the units to magic to the connectivity in multiplayer matches or campaigns. 8 player simultanious campaigns is a step in the right direction in almost every way and i hope that it continues for future titles in the total war series.
Now why am i giving it a negative review? Well its mostly due to issues that i have had with this series since the first installement. DOOM STACKS everywhere, to win you need doom stacks of the same 1-2 units with the same buffs over and over again. i personnally dont find such army compositions fun or interesting. 
I also dislike the Magic in the game. i completely get that its part of Warhammer in every way, i just dont like using it nor having it used on me. i feel it breaks the possibility of trying to use tactics in combat when random chunks of meteors just spawn out of the sky. As I've said above i get its part of warhammer and i was willing to live with it but tie that with the Doom Stacks meta and i just can't.
ever since Immortal Empires has been released ive tried playing my favorite faction, the Dwarves. Can i just say they have Fucked it up hard. the book of Grudges is completely broken. on turn 1 with every Dwarven faction ive played they start with 8+ Grudges scattered across the map. after about 20 turns your already losing a lot of public order in your lands due to the grudge system. It forces you to try and rush targets that will completely overextend you in every way. not to mention most Grudges are on settlements of other major factions. 

Yes my review here is basically me just being mad at aspects that have been a part of the Warhammer series since Warhammer 1. i was usually able to ignore most of these issues and having a blast in MP. I am unable to Ignore them now and it completely kills any enjoyment i have tried to have with this game.","Gameplay Balance, Series Evolution, Multiplayer Experience"
"i Still don't understand why i need internet connectivity to be able to read unit and building descriptions, and no it wont make the game that much bigger, what does 500 pages of roughly 200 words account for a full gig, if it does maybe get better at compressing it, and no it doesn't make it easier to update, why would you need to update it separately from main updates when you would only need to change it if your changing unit stats and abilities, which would require a game update anyway, doe's CA think all their fans are as stupid as their devoted fanboys, that cannot handle any criticism of the game and the battles are arcadey as can be, ive played this game since rome 1, and i even played the original medieval, with the vast majority of it in offline hours as a kid and it was one of my favourite things to read the ingame descriptions, but now i have to wait 30 seconds atleast for a page to load, no thanks mate.-Multiplayer is also full of people who think they have skill because they cheese but really anyone can cheese whats the point of it, is that your idea of fun just bringing an entirely skirmisher army in so melle infantry are entirely useless, or tehy join a game and pick a hard counter to your faction instantly, example in the previous titles you would be VC and someone would join and instantly pick woodelves only bringing archers to the battle so you cant do anything, and before you say just bring cav,what am i meant to bring a 20 stack of cav to fight him because all he has is ranged units,","Technical Design, Consumer Value, Gameplay Quality"
"Great IP , decent game, thank god for modders. Awful company.","Intellectual Property Quality, Gameplay Experience, Company Ethics"
What have we become?,"Societal Reflection, Moral Inquiry, Existential Concern"
Good.,Overall Satisfaction
"User: Haza 2/17/2020

Hello, I'm a big fan of the franchise, in particular the Warhammer series. I think they are great games, and you all did a fantastic job translating that fun and interesting setting into a video game.
I have been wondering, though, why are all the humans white or Chinese in the games as of now? I understand that the setting was centered on the Old World. And I don't expect any halfhearted diversification of, say, the Empire or Bretonnia; Obviously, it wouldn't make sense in the setting and probably just ** off the fascists in the GW fanbase.
But I am curious if the lack of racial diversity within human factions is something you've thought of, something which concerns you, or something you plan to change in the future? As a non-white gamer and fantasy lover, I've always been disappointed by how white the most popular fantasy universes are. Be it Warhammer or LoTR, they center white people as the baseline for what ""human"" means, and often have those white people fight races of inhuman monsters and corrupt men who may or may not be based on racist real world stereotypes (the Easterlings and Haradrim in LoTR; the Skaven, to me, could read as an analog for the Nazi's perceptions of jews infiltrating society with criminal conspiracies).
Of course, I know you all didn't create these worlds, but, given the increasingly global nature of the Warhammer games, I would really like to see more human factions based on African or Middle eastern cultures. Perhaps something like a Wakanda-like nation taking the fight to Chaos.
I recognize it could be hard to make respectfully, seeing as what I know of the original GW lore portrays these cultures in a way that's often a little stereotypical... but given the ridiculousness of the setting I don't think it would be too hard to adjust and expand the canon so that it is respectful, but still over-the-top and fun, like Bretonnia and the Empire.
I know that this is a just a videogame, and not that important in the grand scheme of things. But I think there was an excellent opportunity in game 3 to subvert the, in my view quite harmful, trope of ultra-whiteness/eurocentrism in high fantasy.","Narrative Authenticity, Representation & Inclusivity, Franchise Fidelity"
"why the fuck can I write a review I don't own the game, which means it SUCKS!!!","Platform Integrity, Consumer Rights"
Its good.,Overall Satisfaction
Game,Gameplay Experience
,Insufficient Information
"Yeah, no.

What a wasted opportunity. While there are less bugs, the gameplay has actually worsened in my eyes since launch. It's really sad as what should have been a great final chapter to a wonderful series just sputters out.

Add to this CA's recent antics and lack of respect for their customers and this is a solid ""stay away from this game"" from me. I'll be happy playing Warhammer II, Atilla and Rome II all modded up.","Gameplay Quality, Developer-Customer Relationship, Series Legacy"
"If you've played the total war series and ever wondered if they could get the siege play more wrong?  This is the confirmation that yes indeed, in spite of years and years of rehashing the same lackluster siege mechanics, this manages to lower the bar to unplayable.","Gameplay Mechanics, Historical Comparison, Consumer Value"
love it,Consumer Value
"The way you have treated the community, Legend of total war specifically and not reprimanded the talent manager makes me want to uninstall all of your games and never play again. Do better.","Community Management, Ethical Responsibility, Consumer Trust"
"Note: There seem to be issues FPS drops in-game. While I’ve not personally noticed it (though I do have some pretty good hardware), I have seen a number of benchmarks indicating a large difference in performance from the review copies to the copy available on steam. As such this review will be negative until that’s been resolved 

Fantastic culmination of the series. A little hard to adjust to after the smorgasbord that is Mortal Empires, but 3 is a good game in its own right. And will become even better after the eventual release of Immortal Empires

Currently the only thing to complain about is the poor state of sieges, and some odd UI changes.

#FixHorse","Technical Stability, Gameplay Experience, Content Value"
It took a VERY long time but the game is stable. The monetization is by creative assembly so you should only go in when it's on a mega sale to grab all previous factions and games. Fantastic game if your willing to go in on the investment. Well worth all the factions to play different kinds of mechanics.,"Technical Stability, Consumer Value, Monetization Critique"
There has been a recent uptick in quality with the newest DLC. Hopefully it will continue into the future,"Content Quality, Future Expectations"
just lovely,Emotional Appeal
"Immortal empires released for mac.. and its amazing. outposts are awesome, diplomacy interface is such a big help, and AI seems to be working better as well. Overall the game feels balanced, which is a huge thing!","Gameplay Features, User Interface, Game Balance"
szar,Overall Quality
"Changing my review from negative to positive. Almost a year later, Warhammer III is finally enjoyable as a game. The release of immortal empires changed everything from the get go, even if it was a little bit of a mess starting out. Many months later, the game runs much better, feels better to play, and is quite satisfying to paint the gigantic map that is the completed Old World. The barrier to new players has been dropped by allowing IE access without buying a million DLC. It seems that after some quite intense backlash and drama, CA is finally listening to the community.

All this to say, while the development process is slow and sometimes tedious, this game is on it's way to surpassing Warhammer II. The replay-ability is already there with dozens of Legendary Lords to play. There are some factions that need some updating/reworking (Dwarfs, Dark Elves, Ogres, Demon Prince/Daniel, Kugath, etc.)... But as it stands every faction is a viable pick. It's a fun game, and if you are a fan of total war or are even slightly interested in Warhammer fantasy, I can confidently recommend TWW3, especially on sale!","Consumer Value, Technical Stability, Long-term Development"
"if you've played other total war games, its that but with warhammer fantasy units. theres nothing too special about the mechanics or anything.

By far the worse DLC model for a video game every. you have to buy the games and DLC from the other 2 games to be able to play other factions. Imagine if you had to buy every arma game to play arma 3, or every counter strike game to unlock all of the weapons in CSGO.

Most horrid shit ive ever seen in my life. I play paradox interactive games and this genuinely baffled me.","Consumer Value, Business Model, Comparative Industry Standards"
They fixed the DLC to fit the bill. There are very few companies that do that. The game still has bugs but it's being worked on. I have high hopes for the future.,"Consumer Value, Technical Stability, Future Potential"
Pay tribute to every manufacturer who treats gamers as fools,"Consumer Exploitation, Industry Ethics, Player Respect"
It's fun,Entertainment Value
"Update Feb 25: Alright they got there. Still not as good as the underlying game play of Pharaoh but worth the buy.

Update August 2023: later patches introduced new bugs. I haven’t touched the game in months. I wish I could recommend it. 
—
Patch has resolved mymain issues.  I'm ok to recommend the game as it stands as of Patch 1.31 (July 2022).
---
This game is pretty incredible.  The factions are well thought out.  The map and battles are gorgeous.  

BUT the overarching campaign is not very fun. You hardly get to use your faction leader, because they're always stuck in some hellhole, taking attrition, to move the story forward.  When you finally get to it, the end battle is not auto-resolvable and way too punishing, even on the easiest setting, despite all battles leading up to this one being fairly straightforward, either via auto resolve or by fighting manually.  There are enough bugged collisions where units get stuck on defense structures, and you absolutely need them to win, so they sit there, dying slowly, while you can do nothing. It's hard to tell if this battle is so hard because of faction imbalance - maybe my army structure wasn't suited for the final battle - but if that's the case, why was this army melting everything else it faced? Poor design.

Worse yet, the 'intercept faction about to win' thing seems to be bugged, so you just lose, despite getting a warning that you're about to lose and need to fight. And if you lose the campaign because another faction beats you in this dumb race, there's no option to play on.  

Great game concept, totally ruined by the forced end game where its central features are bugged.  I can't overstate how frustrated I am by the mechanics of the campaign and the 'survival battle' concept.  So, so misguided. Now I'll probably walk away for a day and try again, only to come back and deal with the same issue...just like last time.

So, wait for a big patch or two to solve these issues.","Technical Stability, Gameplay Experience, Content Quality"
"fun game

TOTAL WAR COMMUNITY","Community Engagement, Entertainment Value"
Yes.,Overall Satisfaction
Fun game. Has a few problems but overall very good and will get better with time!,"Consumer Value, Future Potential, Overall Enjoyment"
"This is currently my favourite game to just chill and waist hours playing and thanks to the amazing modding community there is something new to play with almost every week. However the developers have proven time and time again that they just have this talent of snatching defeat from the jaws of victory. Broken AI, broken promises and broken trust, this is just something you can expect from CA.","Consumer Value, Technical Stability, Developer Trust"
"Bad performance, constant 100% of GPU usage on 2070s","Technical Performance, Hardware Efficiency"
"At it's current state, it is far too unpleasant to play.

Major issues:
Siege battles are a micro hell + units can't follow movement orders and will get stuck
Realms of chaos campaign mechanics are punishing and don't mesh well
UI is hard to work with often (and ugly), makes me wonder if they did any UX research in the first place","Gameplay Mechanics, Technical Performance, User Interface Design"
"Aight, the new stuff coming with SoC 2.0 is really nice! 
Unit-wise I'm really happy with the new content now. Also really glad the FLC LLs will be back with ToD. The only thing missing are really nice FLC race updates coming with each DLC, that we used to have in WH2. Cathay's Caravans, Kairos' spell shards...Kislev's entire list of campaign mechanics. They need to be updated and reworked","Content Quality, Historical Comparison, Feature Completeness"
"Yes. indeed, we need to pay for many races/lords in the game. Many people find this bad, me either. However, the game itself is awesome. In general this franchise is cool","Monetization Critique, Gameplay Quality, Franchise Reputation"
yes,Consumer Satisfaction
"Very good game, I've only scratched the surface of the content available and predict having hundreds of hours in the game over the next years!","Content Longevity, Consumer Value, Player Engagement"
"Love it, I think this is my favourite Total war game... they have simplified the base building/maintenance BS and added all the races/armies. It's just outstanding....","Gameplay Simplicity, Content Variety, Overall Enjoyment"
.,Content Quality
yeast infection man slow on his mobility scooter,"Health Impact, Mobility Experience"
