review_text,Review_Angles
"Amazing game, needs more content but with the nintendo lawsuit its already confirmed that content will be slower. Once they get more areas and Pals etc this game will be a 10/10.",API_Error
"k
",API_Error
"*Reads game description*
1. Open world
2. Similar to Pokemon in the right ways
3. Base Building
4. Multiplayer
Sold",API_Error
"This game is both challenging and fun, but will teach you patience. Especially when leveling up past level 20, when the really good unlocks start becoming available",API_Error
one of the best games of this genre ever released. It is such a pity nintendo are a bunch of petty assholes that can't let a good exist,API_Error
I like the catching monsters mechanic and survival crafting like ARK. The cartoony creatures are also lovingly cute. The dark undertones of the pal's mistreatment and tortures are also (unfortunately) the mirror of how humanity would act if they were real (think about how cows and chickens end up in your burgers and tell me i'm wrong :)  ),API_Error
like nig,API_Error
Fallout 4 base building but instead of ghouls it's Pals ;),API_Error
"When I first saw this game I totally expected it to fail, it looked too ambitious. I thought it was a funny fan project that would get released on mobile and never be playable and we'd all go ""Haha rememeber that trailer with the pokemon with the minigun?"".

Well I was wrong.

Palworld is one of the best games I have ever played. It is one of those games that has taken all the best features from all the other games on the market and combined them into one super mega game!

Do you like Pokemon? Palworld Has it.
Do you like Elden Ring? Palworld's Gotcha!
Do you like Breath of the Wild? Palworld's Seen You!
Do you like Ark or Survival Games? Get Palworld Baby!

It feels like the dev's have taken all the elements from all the best game and combined them into one great open world exploration and crafting game. The world design and the dungeons (Gaols) have been taken from Elden Ring. The exploration from Breath of the Wild combined with Torrent from Elden Ring. They've thrown it all together and added whats essentially Pokemon. Finally add the ability to put these little creatures to work, farm them, eat them, tame them, love them all within your crafted base!

I have encountered bugs, I have encountered glitches, I have never crashed nor had to restart.
I have played only it since I bought it. I'm really excited to continue playing!

You should buy it too!",API_Error
"The game is good but I lost both my worlds due to a sync issue and won't be playing the game again or at least for a long while. Hopefully, it works better for you if u decide to get it",API_Error
"Came from Game Pass (20 hours, 2x 2am days). Went in with zero expectations. It's hands down engaging, and FUN.

Went to Steam and bought my wife and myself a steam copy. Push 2 hour into game, I yell at my wife there is a Shiny pal. We prep for the fight, both lvl 7 vs a lvl 9 Chikipi Shiny.

One fight later, 2hp and bloody, wife use the 2nd to the last ball to capture while looking onward as it shook twice, then three times. Wife got Chonky Chicken Shiny. 11/10 Game. 3 ish hours in :P

Pocket Pair, please use this new found popularity to hire more experience devs/staff to help with QOL stuff and community wish list. We are watching with great interest.",API_Error
Gotta Catch 'Em All!,API_Error
What an amazing piece of work!,API_Error
pretty fun,API_Error
great,API_Error
ver gud,API_Error
Hot garbage,API_Error
This game has no relation to a series of games developed by Gamefreak and published by Nintendo.,API_Error
"This game is already incredible! Runs super smooth on a RTX2060. It's super fun if you enjoy building, crafting, and collecting mons/pals. Inspired by Pokemon, but it is its own thing entirely. Pick it up, support the devs, have a good time solo, or with friends.

Update: After completing what is available right now, I can very much say the game is super fun, and has it's depth if you want that too. This is my first survival game, and it was nice to have options with your world to make it harder, easier, or a nice medium. 

TLDR: BUY IT YOU WON'T REGRET IT.",API_Error
fun,API_Error
Palwor,API_Error
"This game is very addicting, and is hilarious with friends. Only problem is the lag spikes are dastardly and you'll have to google a few things to progress

8/10",API_Error
Ye,API_Error
"i enjoy beating up little sheep and using their souls for person gain. Also, overall this is a very fun, And we can only expect more stuff to be added in the future, as this is only the early access period.",API_Error
Its a relaxing game what is fun to play with your friends  and others.,API_Error
pokemon generation reality.,API_Error
"So much fun, has a lot of potential as it develops.",API_Error
"Fun pokemon survivor, even better with friends. Let's hope Nintendo loses that law suit.",API_Error
"i thought this game was just overhyped, but it's actually awesome. basically this is what i always wanted from a well known ""pocket monsters""-game but even better. my pc completely froze a few times pretty bad which forced me into a hard reset because it wouldn't accept any input. but since my hardware is already a few years old, this could be a problem on my side.",API_Error
You can butcher things you catch. You can catch other humans. You do the math. :),API_Error
buggy mess,API_Error
"absolutely fucking worth the money
",API_Error
cool,API_Error
Extremely Addicting,API_Error
"Absolutely love this game. As someone who has wanted to play pokemon because of the cute creatures, but never liked the gameplay, this is right up my alley. Although it's still very buggy, the devs constantly update and seem genuinely interested in making a good game, rather than earning money. If you like Ark or monster hunter world, this game will likely fit your tastes.",API_Error
fun,API_Error
"I opened the game, blinked & about 12 hours of my life had disappeared.",API_Error
"good game
",API_Error
good,API_Error
BEST GAME,API_Error
"I like it. I play on Hardcore mode. It gets frustrating at times, but then you discover you have a dodge button lol. I love the game so far. I'm around level 15. I love exploring and that you get XP for cooking. It's a great survival pocket monster catcher game. The fact that you can LOCK your house and chests from your friends is great! I can't think of what I'd like to see added to make it any better. They are doing a great job.",API_Error
"awesome! i can not wait to see what the updates will provide for this awesome experience! did not think this game would be as addictive as some people had said, i was very wrong.",API_Error
This is the Pokemon experience we always wanted. The game play mechanics are very similar to Ark. Theres a couple of qol issues i have with the management of the Pals and how they are controlled but aside from that I haven't had any issues with the game play.,API_Error
Maybe the catch chances were the friends we made along the way,API_Error
Only played for a few hours and im addicted! a Cross between ARK and Pokemon lol. Def worth the 30$,API_Error
A+,API_Error
Gamefreak on S****** Watch,API_Error
"Most addicted to a game I've been in years. Always something I need/want to do, something to strive for. Gameplay just feels *good*. Map is enormous and exploration is rewarding and fun. The ore grind is too much past a certain point but the game hasn't even been out a week and I expect that to get patched. Haters need to go touch grass.",API_Error
"very fun, a lot more freedom and rewarding than other similar games.",API_Error
"i like it
",API_Error
Game which can let you know why capitalist won't increase you salary.,API_Error
THERES NO RULES AGAINST THE PALS,API_Error
very addicting and adventurous,API_Error
"Bugs aside, great game! Very fun to play with friends and overall have a great time and laughs!  Combat. farming, and crafting with Pals is super fun and to top it all off COLLECTING them is a blast. Super adorable creatures that can turn into fearsome and powerful allies is great and helpful with farming items and resources. I definitely recommend this game to anyone looking to have fun solo or with friends!",API_Error
"LOTS of fun with friends, the graphics/aesthetic are pleasing to the eye. hopefully future patches/updates will only improve on the great foundation they've built.",API_Error
"If you like survival, crafting, leveling, and ""pokelike""- then this is the game for you. Early access so its a bit buggy (its a given for early access), but not game breaking. it runs and plays fine, and they also warn you ahead of time about the bugs, and you can report bugs you experience so that's nice <3. I personally am very excited to see this game completed, and will be putting a minimum of probably 200 hours into this game. This is a game this is tickling my brain so good omfg",API_Error
POKEMANS gotta Snatch Em All.,API_Error
"Seen a lot of people calling this Pokemon with guns, but it's not. It's Ark with Pokemon and some exploration/traversal from Breath of the Wild.

Some tips for new players:
- The best way to level is by catching Pals. Make a shield and glider as soon as possible.
- There are 9 types: Normal, Grass, Water, Fire, Ground, Electric, Ice, Dark, and Dragon. Try to find pals with 2 types to get full type coverage.
- Get a Vixy and put it in a Ranch. They will dig up Pal Spheres, Arrows, and Gold Coins.
- Rideable Pals are very strong. You can swap out their abilities in the Party menu. Pals never forget an ability once it is learned.
- There are base locations around the map with multiple ore veins. Build your second base around the veins and put in a bunch of Pals that can mine.
- You can still use the grappling hook and fast travel while overburdened. Use these if you need to move large amounts of resources.
- The max level is 50, so save your Technology points for things that won’t quickly become obsolete.
- Late game metals take forever to make, but you can speed it up by using Pals with higher levels of Kindling.
- Quartz is in the Pristine Snow Field on the West side of the Northernmost island. Bring a fire Pal to keep you warm.",API_Error
i love slavery,API_Error
aaasdfghjk,API_Error
"[h1]Palworld – Cute Pals, Questionable Ethics, and Total Mayhem[/h1]

""Palworld"" is like Pokémon took a detour through a dystopian survival game and came out with a serious case of dark humor. You collect adorable Pals, but things go off the rails fast when you realize those fluffy friends can be used for everything—from running your sweatshop to acting as your personal meat shield in battle. Oh, and anything inside a Pal Ball? Yeah, technically a ""Pal,"" even humans. Let the chaos begin. 😈🎯

[h2]Pros:[/h2]

Pals are adorable... until you start using them as mobile power plants or cannon fodder. 🐾🔫
A wild variety of gameplay: farming, fighting, factory work, or just casually shooting at your own Pals for fun. 🌾💼💥
Dark humor everywhere—like when you realize you can “accidentally” shoot a Pal (or a ""Pal"" that's suspiciously human) and still sleep at night. 🤷‍♂️😬
I’m having an absolute blast with all the chaos. It’s weird, wild, and totally addictive! 🎉🔥

[h2]Cons:[/h2]

Sometimes it’s hard to keep track of all the mayhem. Is that a farm or a battlefield? Who knows anymore. 😵‍💫


If you love cute creatures, dark humor, and the occasional ""oops, I just shot my Pal,"" then ""Palworld"" is the game for you. It’s not just about collecting Pals—it’s about seeing how far you can push the moral envelope while laughing at the absurdity. I’m having way too much fun with it. 😏💣",API_Error
"Just awesome.  Really fun, plus you can basically set up the game to your style of play without losing achievements or missing out on anything.
It runs a little bleh on my computer but my computer is a bit older anyways.
Graphics are fine.
I wish there was weather.  You can hear wind and trees sometimes, people say the cold place has snow flurries.  But there is no actual weather in the game.  It'd be nice if there was rain.  I'd prefer it didn't change the game but I know people would want it so that it effects elemental attacks i.e. raining would make water palmon more powerful or a big storm would be how a huge, unique water/electric palmon spawns, etc.  It would still be cool.
I would also like it if the character looked more alive and less like a stock image.  You don't close your eyes to sleep.  Your character makes no facial expressions for the most part.  Little things like that are important to me.  But the core game play is great.  The way you can actually tailor them to suit your gaming style is also a huge plus.
Some more explanations would be really nice, too.  I just started the game up yesterday after years of not playing (personal reasons, not because of the game) and suddenly there's Dog coins, junk and stuff with Terraria (that I am REALLY looking forward to) but I am not told how to get dog coins or junk.  It's a bit frustrating and since the game doesn't pause, alt+tabbing is not always an option.

But it is a really solid game and the most fun I have had in a long time.  It's a great escape from reality, that I seriously needed.",API_Error
"For an early access title with supposedly high recommended specs it runs pretty well on a more average computer. Game looks great, the premise of Ark x Pokémon x Zelda is, in my opinion, fantastic. I really enjoy the base building and working with my Pals to further the skill tree. If you like any of the games mentioned above I'd heartily recommend giving this a go. I've had a lot of fun with it so far! 

Also - Depresso is love, Depresso is life.",API_Error
this game is extremly fun,API_Error
fun,API_Error
"Game is rather addicting. It blends BotW/genshin exploration mechanics, Ark's survival and building, and Pokemon's creature trainer idea. It then mixes in enough dark humor to poke fun at everything. I rate this game a solid Pal out of 5.",API_Error
Great fun and a time killer!,API_Error
"very good
",API_Error
"Guns And Slavery
american must be love this game.
need whip to make pal work faster",API_Error
BEST GAME EVER,API_Error
i don't like it sorry,API_Error
"this game is horrible, I can't breed the humans i capture do not buy 1/5 stars",API_Error
Pokemon if good,API_Error
100,API_Error
great game,API_Error
"pal so cute , i love it",API_Error
"this is the most amazing game i have ever play Game Of The Year for sure
",API_Error
its super fun,API_Error
"I got to make a sub-par work table with my normal sheep and ghost sheep as a group project, together. We made the crappiest table ever, but you know what? It's the best freaking table I've made.

I gotta say, I was scared to play this. Why? I'm sensitive to others' safety, even if they aren't real. Gotta say, that the one thing I'm happiest for, that's really minute and small, is the absence of blood and gore. I played Doom Eternal, and had zero issue, but I'd have a significantly harder time killing a cat- one that looks cute too-  than most rage games. So I have to say thank you for the absence of excessive gore. 

I've waited YEARS for this to come out, and now that it has, it's everything I've wanted. I'm just amazed at a game looking so gorgeous and cartoon-y at the same time. Great job. Can't wait to see more! 10/10


",API_Error
"Let me put it to you straight.

Pokemon lends itself pretty well to a survival craft.

Multiplayer is very fun.

The designs are shamelessly ""inspired"" but honestly that just makes it funnier and more enjoyable.",API_Error
dang good,API_Error
ee ah ah woo woo,API_Error
best with friends but good for solo also,API_Error
good,API_Error
"Fun, almost family-friendly game. Definitely more fun with friends though!",API_Error
"is weird, fun and kind of addictive!",API_Error
"Really fun game, I enjoy ever bit of it. Can't wait what's more to come.",API_Error
"Awesome game - esepcially given it's only just been released on early access.

People say it's Pokemon with guns, but I think Ark: Pokemon Enslaved is more accurate.

Yes. there's bugs and work to do, but it's week one of their public relase - Satisfactory is another great game that's highly polished and still ""early release"".  Looking forward to what will come next!
",API_Error
"I support the unique concept and gameplay but the map is too small and too handcrafted, too mountainous and narrow, so the map kinda sucks. Also its too grindy for what it is and the pal limit in a base should have an option for infinite pals, so as long as your hardware handles it you can have a mega base. Seems they went more linear focused than they should've.",API_Error
 So sexy honey,API_Error
It's Aight,API_Error
"boss
",API_Error
"Early access however, promising. Supporting it and hoping for the best.
6/10 A fun time.

Update after the Sakurajima Island / oil rig add on. Most major bugs have been fixed, a few mechanics added, some exploits closed. If you want to run through and experience content casually, you can. If you want to grind something for perfect stats, you can. Its at the level that most AAA's would release.
7/10 Really gaining speed.",API_Error
yes,API_Error
Look things up to speed up your understanding of the base building and resource farming mechanics. You will enjoy this game much more on a server with friends. It's really fun,API_Error
good game,API_Error
"It has a lot of minor and major issues, particularly the basebuilding component of the game is just tedious, annoying, and buggy at the moment. Pal pathfinding and work-priorities are just... nonexistent, basically. 

That being said, exploring the outside world, throwing balls at everything that moves, and beating things up with baseball bats is pretty fun. If you aren't 100% convinced to play the game, maybe wait for a few major updates, but if you think the game could be fun, just grab it. It's good.",API_Error
"Very great game loop. I'd like to address some issues that I've noticed, and we have worked around.

Common issue 1: You always need ingots
While that's true, there are ways to make all the surplus ingots that you'll need.
We have a partially automated mining/smelting base. the only thing we have to do, is occasionally go and put ingots in a furnace to smelt. 
It doesn't matter what chests the mons put the ore in, because you will pull from all of them. Never worry about finding materials, as when you craft, it looks through all chest. (Amazing feature that I wish Ark had)

We have our main base, where we craft our weapons, spheres, etc
A metal/coal base (Look around, you'll find locations), where we get all of our ingots, 
and a farm base. 
We have 2 berry farms at each, and profit in berries, and a few others like tomato and wheat at our farm/breeding base. 

**Engineer around your issues, this isn't Pokemon. **

Commons Issue 2: There's so many bugs, and jank!
There's a little jank in some things, but it's been out in early access for a week... give it some time. For the most part, the bugs aren't game breaking. On dedicated server, I did have where I got stuck in opening a cage animation, but that was it in all 70 hours of gameplay. The other things are like, mons looking like they are walking backwards, or upside down. 
There are also some really funny ones, like where you can catch the bosses, or use the police force to fight for you (The police force following you all over is fixed by relogging) 

Modding! Modding is expected to be officially supported. And when that happens, most of, if not all of these issues will be resolved by modders. 


Long review longer -- If you enjoy the game loop of, gather, craft, build, fight, repeat. You'll love this. If you're looking for something earth shattering, you won't find it here. It's got a very fun game loop, and is nice to relax with. Again, it's not Pokemon. The game loop is different, don't expect something it's not.
If you have anything to add, or correct me on, comments are enabled. =)",API_Error
This game very kool,API_Error
funn,API_Error
it broke my warzone addiction,API_Error
"Even after taking a break from this game at launch. Playing this game again after multiple updates and it's still fun to play. Palworld has almost everything I wanted from Pokemon. All the pals in this game have incredible animations to show each of their own quirks and character. Having a base pal like Lullu in the base and it spins when helping you build is amusing to look at. 

New quality of life updates such as making bigger pals not get stuck and no longer needing to hold F thanks to a new toggle button help make the game more enjoyable even now.

The game is still in early access but I am very much looking forward to the final version once it releases.",API_Error
this game is quiet interesting and unique in some perspective. i tried rust.it was not bad. i have played pokemon also. its a mixture of this two. and the dev made it in the best possible way. i was intrigued of its hyped since its release. after getting my hand on this game. i realised how addictive and wonderful game this is,API_Error
It is very fun and cool,API_Error
Still Fun after all this time.,API_Error
"It needs a lot of work. It's playable and fun, but it's a buggy mess. My recommendation is get it in a few months, mods will come out and give you a better experience.

If you leave a guild/change leaders, all other offline guild members will become corrupt. You will often fall through the world. A lot of the gameplay also depends on what server you join because lag can make or break a battle.


",API_Error
fun,API_Error
slavery,API_Error
Runs better in early access than some fully released 60 dollars games,API_Error
where's vaporeon,API_Error
Sick!,API_Error
"It gud
",API_Error
very great game own slaves and make them work or fight for you whats not to love,API_Error
Fun game,API_Error
"Valheim + Pokemon + Fortnite, a decent sum of it's parts. Really needs new building blocks and better AI pathing which are confirmed to happen in the roadmap, but otherwise one of the best survival + crafting games.",API_Error
I endorse animal slavery,API_Error
yea it cool,API_Error
fun,API_Error
Better than Pokemon.,API_Error
"great game!!
still in develpoment too",API_Error
The genius in this game is how all the elements are woven together. The developers took a bunch of very common game mechanics and meshed them together to create one of the best gameplay experiences ever.,API_Error
pokemon but 100x cooler,API_Error
Amazing game absolute 10/10 a must buy,API_Error
I don't know what everyone liked about this game.  It was a bad ARK rip off with wanna be pokemanz.  Total waste of money.,API_Error
"amazing game however you should own a musket for home defense, since that's what the founding fathers intended. Four ruffians break into my house. ""What the devil?"" As I grab my powdered wig and Kentucky rifle. Blow a golf ball sized hole through the first man, he's dead on the spot. Draw my pistol on the second man, miss him entirely because it's smoothbore and nails the neighbors dog. I have to resort to the cannon mounted at the top of the stairs loaded with grape shot, ""Tally ho lads"" the grape shot shreds two men in the blast, the sound and extra shrapnel set off car alarms. Fix bayonet and charge the last terrified rapscallion. He Bleeds out waiting on the police to arrive since triangular bayonet wounds are impossible to stitch up. Just as the founding fathers intended.",API_Error
"This game is like the love child of Ark:survival evolved, and Pokemon. Two of my favorite series. This hits such a small spot in my brain that makes me so happy, I did not know I needed that space filled till I played this game. I look forward to seeing what the developers do to continue their improvements to the game, and I look forward to seeing what they add as the game continues. 

beware, this game can be addicting.",API_Error
"you're missing out if you havent tried this game yet
(im seriously addicted and need help)

but seriously though, there is so much to do in this game even though its only in early access. my hopes are high for the future of this game and hoping it doesnt fall off after the first month.",API_Error
good,API_Error
"So I'll start this by saying I am an AVID survival/building game lover. This game gives you a lot to work with. The building could use some work but its still quite easy to work with. Pieces line up nicely but it's lacking the small detailed parts all builders love and use. The single player is a ton of fun and progression is fun and doesn't feel like a grind even though it absolutely is. The Pals all have their own personality traits which really does make a difference as you progress. I have put 60 hours in since release day and can say without a doubt this has very quickly become a favourite. I will add that most of the Favorited host companies have this game, but be weary as some of them appear to currently be having some really bad lag issues which makes the game just about unplayable.",API_Error
"Who doesn't love an amalgamation of Ark, Pokemon & Breath of the Wild? I sure love it. God, forcing sentient animals to work for me feels good. Its so fun.",API_Error
Great game!,API_Error
"Однозначное да!
Классная игра на одного или в компании друзей.
Несмотря на свой довольно детский вид, совсем не детская игра.
Любителям аниме и покимонов зайдёт!
Да и оценки игроков, бешеный онлайн побивший бесплатную КСку говорит сам за себя.
Хватает кривых текстур, багов, редких подвисаний (возможно из-за железа)
Но несмотря на это очень зашла игра да и ещё по такой цене в наше то время.

п.с. Я не слышал об это игре до момента её выхода и прорыва в топе по продажам, для меня это получился отличный сюрприз.",API_Error
Epic game we love,API_Error
"Palworld is like virtual crack if you grew up loving Pokemon and Legend of Zelda, and happen to like Ark Survival. Fun game, really enjoying it so far. But the game has a massive memory leak issue which makes it almost unplayable. Wait for a fix before getting this game.",API_Error
"⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣤⣶⠂⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⣾⣿⠀⠀⠀⠀⠀⠀⣠⢾⣿⣿⡟⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣠⠞⢻⣿⣿⠏⠀⠀⠀⠀⣠⠞⠁⢸⣿⣿⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢠⡞⠁⠀⢸⣿⡟⠀⠀⠀⢀⡾⠁⠀⠀⢸⡿⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣰⠋⠀⠀⠀⣸⠟⠀⠀⠀⣠⠟⠀⠀⠀⢀⡞⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⡼⣁⣠⠤⠶⠒⠛⠶⠦⢤⣴⠃⠀⠀⠀⣠⠏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⡾⠉⠉⠀⠀⠀⠀⠀⠀⠀⠀⠃⠀⠀⣠⠞⠁⠀⠀⠀⠀⠀⠀⡀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⢠⡞⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠰⣯⠀⠀⠀⠀⠀⣀⡴⠚⢻⣄⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⣾⢰⡖⣆⠀⠀⠀⠀⠀⡖⠺⣷⡀⠀⠀⠀⢸⡆⠀⣀⡴⠚⠁⠀⠈⠢⡊⢷⡀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⢀⡇⠸⣿⠇⢀⠀⠀⠀⠀⠻⢿⣿⠇⠀⠀⠀⠀⡷⠞⠁⠀⠀⠀⠀⠀⠀⠈⠀⠙⢦⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⡿⢆⠀⠀⠀⠈⠁⠀⠀⠀⠀⠀⡴⠉⠉⢢⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⢳⡄⠀
⠀⠀⠀⠀⠀⠀⠀⠀⢷⡼⠀⠀⠈⠉⠉⠉⠁⠀⠀⠀⠱⢤⡠⠎⠀⢠⡇⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⠴⠚⠉⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠈⠳⣄⠀⠀⠀⠀⠀⢀⠀⠀⠀⠀⠀⠀⠀⣠⡿⣤⡀⠀⢀⠀⠀⢠⡴⠚⠉⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⡷⢤⡴⢚⡉⠉⠉⠙⠳⣄⠀⣀⡚⠁⠙⣦⠉⠳⢤⡁⠢⠀⢙⡦⢤⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠐⡧⡀⢠⢾⡁⠀⠀⠀⡀⣽⣠⠟⠛⠂⠀⣾⢀⡤⢞⡧⠀⠀⠈⠉⠙⢦⣠⢴⡄⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣽⠧⣼⢿⡷⢿⣾⣿⣿⣿⣿⣿⡆⣠⡶⣷⡋⠙⠁⠀⢀⣀⡤⠶⠚⠋⠉⠿⠗⢀⢤
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢠⡇⢀⣠⣾⣶⠶⢿⣿⣿⣿⣿⣿⣿⢯⡇⠈⠙⢦⡀⠀⠙⢦⡀⠀⠀⠀⠀⠀⠀⠸⠜
⠀⠀⠀⠀⠀⠀⢀⣠⠤⢤⣾⣻⣿⡛⠭⠝⣿⣕⠼⢿⣿⣿⣿⡟⣴⣿⠀⣠⡴⠋⠀⠀⠀⣹⣦⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⣠⠶⠞⠛⢚⠳⠮⣄⡚⢿⣦⣤⣴⠟⢻⡆⢸⣿⣿⣿⣟⡎⢹⠛⠉⣻⣦⠴⠖⠋⠉⠀⠀⠀⠀⠀⠀⠀⠀
⠀⣠⢞⣅⡀⠀⣾⣿⣷⠀⠀⠙⣦⠈⢿⠃⣉⣽⣗⡾⠿⠛⢻⣿⣷⡿⠞⠋⠉⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⣰⠳⣿⣿⣯⠀⠙⠛⠋⣠⣶⡄⠈⣧⠘⡗⣯⣽⣟⠁⠀⠂⠀⠹⣿⣷⣦⣤⣀⣀⣀⣀⣀⣀⠀⠀⠀⠀⠀⠀⠀⠀
⡏⠀⣉⣍⠉⠀⠀⠀⠘⣿⣿⡿⠀⢸⡗⣿⠏⠀⠉⠉⠛⠒⢶⠺⣯⣿⠛⠿⠿⠿⠿⢿⣿⡇⠀⠀⠀⠀⠀⠀⠀⠀
⡇⣼⣿⣿⡃⠀⠀⠀⠀⣠⣤⣄⠀⢸⣷⠃⠀⠀⠀⠀⠀⠀⠈⠙⠓⠏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠹⣜⠛⠛⢃⣴⣶⣆⢸⣿⣿⣿⢀⡾⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠙⢦⡀⠘⢿⣿⠿⠀⠈⠉⣠⠞⠃⠀
⠀⠀⠀⠉⠓⠦⠤⠤⠤⠶⠛⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀",API_Error
it good!,API_Error
"Yeah, I feel like my game time isn't enough to fully experience the game, but I really wanted to share my opinion. At the end of the day, all we want is a game that is fun and engaging, and I think this game achieves that. Despite the current issues it's facing (being labeled a Pokemon clone, bugs, early access, etc.), we can see that the development team is passionate about what they're doing. Perhaps they're also fans of Pokemon who grew tired of the franchise sticking with the same old gameplay mechanics. Playing this game brings back memories of when I first played Pokemon on my Gameboy.

Edit: Need to update this for the badge lol. The game continues to release updates despite the fact that they are currently facing legal issues with **** and I hope they win this fight.",API_Error
"best game since 52
",API_Error
Great game,API_Error
just the best game with friends EZ,API_Error
Im having a lot of fun. I came in expecting not to enjoy it but its just a straight injection of DOPAMINE to the brain.,API_Error
this game is peak,API_Error
Pokemon if it was actually good,API_Error
great,API_Error
it was fun,API_Error
this game lit af just caught a vaporeon,API_Error
"Does this game have a clearly derived gameplay style?  Art style?  Does it completely reinvent the wheel in the best possible way? Nope, not at all.

Neither does a fat, juicy bacon cheeseburger and a pint of beer.

Both the game and the meal may not be the most ""original"" thing you've ever had, but I'll be damned if they both don't take a lot of what you love and mash them together in one hell of a package.  Palworld activates neurons and the creators treat the playerbase right, and while that might not seem like ALL that, I guess it's more of an indictment of the industry at large that something that really doesn't seem like it SHOULD be one of the best games of the year, IS one of the best games of the year simply because the developers give the players what they want and don't treat the players like children and/or money cows.

It doesn't have to try and be the next cutting-edge, complex, ground-breaking thing in order to make its customers happy.  It just has to be a damn good ""cheeseburger"" - and it has that in spades.",API_Error
fun game :),API_Error
"This is genuinely good, like many others I bought this after they showed you can capture humans however unlocking the crafting/technologies in order to get to the guns/good stuff has also been fun on it's own. One thing I've noticed at my camp is some monsters will get stuck on the border of the base area because of a ledge. When they get hungry, they just stay there stuck and hungry. It won't allow me to pick them up sometimes too, but I just go return them to storage and put them back to camp which fixes it just fine.
It's pretty open sandbox and you can fast travel to a small handful of locations off the bat, however you'd be facing quite the challenge at some of them if you go unprepared/underleveled. There are fast travel locations to unlock that make filling out your collection easy as well as when you need to get back to base. I built my base by the beginning fast travel point so it's pretty convenient coming back after a long travel.
Only lv11 so far, but I think I'll definitely continue and hope the devs keep up the great work.",API_Error
The game crash and i lost my server. Today is the 3rd time it crash and server went missing. Dev please fix it. I am getting irritated,API_Error
great game hands down the best so far dont even like survival type games but i love this game,API_Error
cool,API_Error
Yeah the biggest middle finger to Nintendo truly is fun and proves that Nintendo should just stop trying in the gaming industry,API_Error
